sofifa_id,wage_eur_2021
205686,15653.816
205976,14258.249
208004,15059.147
216150,19500.773
221445,12567.301
113422,4953.471
124375,15780.432
140293,8561.531
158232,11979.992
158625,6083.4604
158626,12729.011
159065,8330.634
161956,8812.987
166706,10271.792
169588,17363.916
172114,10049.171
172862,11332.134
173208,14308.183
173221,18202.428
173521,14561.358
173909,13142.908
176915,12156.909
176919,14293.527
177604,16019.598
177633,9615.6045
178085,16489.805
178311,15313.775
178415,18463.26
180216,16924.025
180819,16130.08
182212,15236.343
182945,13745.275
183512,16357.797
184949,12141.75
185239,14793.727
185431,17578.957
186537,11687.987
186569,16332.486
186832,18789.52
188081,13208.076
188427,14409.228
189250,15975.227
189358,19680.969
189461,20026.885
189690,13797.985
190143,14063.777
190264,23388.701
191180,17713.176
191687,13490.133
192492,14026.083
192598,14905.345
192678,14769.994
192679,14421.627
192789,16897.158
193152,14688.508
193469,16130.478
194728,15866.886
194794,19492.656
194845,13046.966
196432,12445.771
197083,15453.703
199304,20425.59
199393,12910.689
199715,15907.26
201144,17132.076
201325,14595.739
203757,12555.197
203843,13865.545
204277,15052.798
204614,17031.834
205114,15832.231
206225,15879.237
207664,18242.938
208230,13651.517
208334,15802.257
211241,14555.956
213761,16442.645
215061,16677.518
215135,12507.947
221540,13976.772
222709,16667.016
224116,14173.967
227476,14493.092
229788,16731.467
230201,6733.3423
230212,12040.622
230251,13394.117
230312,16462.037
230498,11231.115
245298,8178.7456
245302,9842.053
245306,13546.389
245315,9061.141
225116,17187.998
235353,27739.59
234378,23937.904
234943,19800.88
235926,29295.748
242236,20504.316
224221,21548.129
229261,21349.514
231633,21721.248
234045,22643.771
234612,17638.936
235889,21912.814
222665,28812.031
225085,19583.209
225309,24962.223
227813,24842.031
236461,18130.656
205201,19207.766
208268,25593.97
212501,24666.076
218339,25666.668
221491,20109.621
223334,21938.02
226766,23432.068
229773,14689.21
236295,21609.352
237239,16552.156
239433,18837.18
240289,20436.787
203042,13677.54
208777,19929.213
209519,17191.066
212616,17239.955
212626,19973.525
212811,17703.768
213135,20815.145
213629,18775.615
214092,12249.373
214394,10543.091
214979,11993.87
215399,15800.622
219792,18430.566
220523,16795.184
224309,19739.191
227234,18918.094
231887,17641.975
199439,18659.32
203487,14871.366
203535,12950.415
205192,15845.138
205193,14119.191
207948,20985.45
211382,17572.47
212150,19267.55
212442,8851.451
213732,7837.0225
215716,19935.13
219145,13077.231
225126,15360.851
233096,16673.812
234226,13057.351
199641,12328.142
200353,13182.203
201519,16239.232
203965,13156.699
205391,13216.132
205402,9719.272
210935,15847.93
212153,19002.504
215256,12260.601
215590,15605.137
220093,16819.812
225997,9090.436
226377,11118.31
187598,15700.513
192622,13778.017
197948,14124.335
199915,15385.615
200677,14871.739
202642,15952.523
203980,12954.049
208449,14249.078
208620,13606.155
211368,17711.604
228236,14239.816
236690,13624.996
188942,18192.557
190324,15634.561
193983,17020.553
195668,12162.594
198031,16573.54
199069,15824.439
200318,12603.237
201417,17247.887
201505,13576.384
202024,16821.18
202325,14632.397
202789,12267.136
202849,16383.152
209288,14690.156
210324,15063.975
212096,17890.13
213388,14313.707
213400,15391.6455
215466,17258.734
216189,15990.546
216655,17063.48
220131,16689.79
140233,10736.268
143001,7620.3257
143121,7932.1177
144622,10717.682
146296,8733.805
146963,6910.196
153177,11743.276
153260,5447.5024
156432,9050.589
156713,5242.0493
157301,14439.832
157304,8483.103
160741,10839.361
165239,11378.903
165247,7865.3735
169115,9280.054
169705,13517.089
170370,9936.6875
170733,15112.473
170797,17814.018
170815,13866.054
172175,14692.2
172287,8717.9
172316,10001.351
172962,14307.283
173306,13019.668
173426,12324.844
173432,8588.727
173546,14438.762
175254,13501.124
176104,11405.548
177392,7693.646
177983,9421.908
178224,18392.979
178250,7959.2314
179560,11004.762
179789,11859.066
180334,11864.844
180714,6954.5913
181820,13436.368
182495,11989.772
182744,8966.757
183108,11401.796
183125,14214.11
183376,13013.388
183426,13107.166
183497,10250.029
183580,12962.605
183899,10895.745
184069,13951.324
184120,9180.714
184826,20013.303
185132,13401.016
186146,17810.395
186148,10600.531
186905,12636.714
187607,9059.529
187924,15487.475
188005,14325.485
188041,14250.525
188044,14348.271
188388,15143.767
188770,11798.497
189156,12584.533
189251,16395.957
189423,14665.763
189433,14143.035
189560,13224.479
189606,14056.745
189681,14726.022
189682,13043.808
190149,12170.511
190243,11626.306
190456,17084.9
190674,14573.346
190717,12970.43
190765,15785.438
191076,13253.036
192445,15069.135
193011,14552.864
193171,11014.179
193361,12916.935
193532,13461.292
193886,11904.754
194229,14801.639
194932,11660.645
195202,11647.703
195586,10343.694
197225,12990.51
197242,10335.443
198200,13826.141
198949,13518.891
199561,11655.191
200215,14310.454
201095,8016.1113
201508,12051.697
201862,18291.47
202054,12333.919
202201,12651.595
202851,12982.755
202935,12754.155
203299,14015.522
204385,11601.307
205427,13587.537
205705,12014.156
205850,15403.0625
207557,10565.943
207939,15584.285
208461,17601.28
208520,13680.266
213353,8263.938
214040,12690.315
214206,10448.205
214766,12285.053
215162,9057.54
215998,11667.882
216054,13499.031
216373,11230.636
216451,17566.0
219576,14165.264
223249,6443.6357
223627,14102.715
225647,7702.1235
230184,11179.61
230269,5358.2144
230360,10939.619
230431,12093.102
243238,12880.981
245295,9280.609
245297,7261.6787
245303,5726.786
229558,22337.178
228413,16865.594
228881,22973.105
231521,25142.18
232099,19579.014
237715,23592.402
220196,19193.195
228819,18778.13
235944,21677.043
236355,22925.518
240754,20814.842
206517,19768.354
222368,19890.9
223033,20879.258
226166,21903.475
232411,22478.621
238359,21825.197
239053,19954.396
239301,19010.676
241095,17088.268
245279,20660.947
251573,23132.268
216816,22025.262
219932,19400.135
220883,19342.842
223197,20618.61
223273,20883.387
223898,15354.901
224294,19051.766
224540,19688.148
230965,20733.582
234678,19173.553
236401,19189.562
236441,18570.613
236791,22320.57
237183,20844.621
237238,22975.406
239482,16130.424
243686,20942.83
210625,19604.086
212196,20114.86
220570,16862.857
221479,18443.479
222148,14944.594
224030,16553.82
225161,17897.445
225375,18387.412
228635,17082.86
229764,16567.203
235134,16207.481
206516,15624.43
206591,22414.982
208450,17877.057
210736,16416.023
211354,19751.928
212219,15247.298
212602,15567.431
212886,19096.766
213013,14096.737
213296,15587.786
213648,18907.5
214988,14879.864
215689,16838.113
216266,16940.408
219391,15561.129
225201,13652.608
226536,15885.845
229857,19273.453
230564,13689.449
230578,14117.796
232665,14608.6455
235813,18440.574
204077,17085.25
204612,13364.895
210761,15616.347
212888,14521.437
223245,13940.581
224196,15764.998
226221,13685.355
229636,14517.519
198513,10720.395
198719,14277.589
200332,10751.698
205632,17049.615
207537,16804.336
207790,14087.421
211381,17228.145
212187,13842.972
212204,14013.495
212245,16206.213
214097,17306.744
216258,13484.629
216466,13776.861
219258,12306.403
220925,12910.771
223058,11872.837
225659,14916.038
225878,13808.595
234642,11668.0625
237556,14537.107
189127,15355.93
196934,18324.342
200110,13378.685
201939,15932.221
202048,15594.558
203030,15803.547
203106,13692.916
204240,13025.567
204497,12090.547
206652,11126.232
216531,14172.204
223724,16640.219
226078,18404.62
230020,14031.704
189165,18254.178
192123,13502.281
192557,14769.948
193158,14294.0625
193198,14698.505
194781,8441.092
197891,9579.736
199667,13279.923
199767,15192.504
200054,13941.115
200228,12438.735
201042,17528.01
201315,13108.911
201510,16524.555
205431,12996.126
205966,16980.139
206058,18994.678
208622,14093.405
209981,9792.762
211267,10298.609
211454,14241.318
216700,11773.289
224933,14016.252
230685,13314.893
240493,7693.5303
244791,13672.521
137351,6274.2036
140384,10162.437
142902,3592.209
146701,6574.0103
146952,4510.338
148803,8627.21
150724,11410.444
152554,10562.901
152908,11684.704
152993,5643.8784
152997,6683.1455
158133,3673.9375
158438,10600.97
161754,9941.837
162369,6043.966
164376,8846.674
164464,5899.2495
164468,10137.607
164859,15923.647
166072,7192.8696
171828,4208.3335
172049,14433.4795
172143,9056.516
172937,8318.177
173474,14290.442
174543,9112.993
175895,11241.328
176731,5828.1694
176733,12599.301
176994,8125.6094
177358,14143.859
178007,10240.272
178322,12670.016
178416,10789.73
178614,7351.0205
179527,11618.516
181262,9835.779
182179,8294.86
182941,7878.6465
183389,15169.367
183427,13549.752
183556,13413.301
183666,9837.7
183820,8341.691
183855,11403.917
183909,9439.483
184089,16575.393
184575,9677.285
184858,11126.305
184999,9612.828
185174,13033.259
185195,9282.837
186132,14339.154
186935,9464.765
187570,5124.051
187735,13218.398
188042,10215.264
188155,14217.213
188955,11462.961
189060,13718.61
189280,17108.629
189410,12069.57
189506,11275.583
190362,14002.307
190875,11447.064
191053,13519.167
192270,12116.443
192565,12222.814
192708,14023.581
192906,3693.3223
192991,18581.707
193584,13450.589
193839,9580.809
194209,9009.412
195096,12443.414
197813,13796.608
198077,11310.042
198140,15781.58
198368,11195.988
198715,11198.673
199354,13013.3955
199626,10691.295
199737,12401.741
199827,9811.625
199986,8311.783
200212,8484.38
200630,12357.972
201046,9799.061
201049,13215.12
201860,12929.342
203886,12406.955
204341,8125.241
204691,8839.226
205083,14803.294
205633,13118.574
205943,13825.704
205965,11665.767
206655,13589.26
207707,12777.277
207732,13477.467
207894,13020.8
208295,13154.143
212067,8616.727
212183,10383.79
213432,12814.933
215051,13504.634
215071,9368.683
215079,8396.689
216065,11116.763
217196,12719.171
224031,13343.371
226378,12928.479
229624,12281.447
230183,10229.104
230379,9797.336
230463,9699.283
230524,13700.403
245301,10167.624
245311,10340.135
245324,10414.62
245325,11749.859
251696,8483.356
237692,24893.5
236610,37252.793
243812,28429.678
243952,8994.443
234569,18744.111
237629,18475.621
225439,17989.438
226491,18442.562
229582,18702.1
230899,20389.953
232999,16961.715
233556,17738.84
236403,16470.951
238744,20101.51
239837,21072.422
241486,15659.989
243780,14281.322
222357,19187.066
222501,17465.121
229862,16377.878
231352,20348.56
231447,23031.11
233113,16293.087
233631,18853.562
234568,17536.889
235029,16586.855
235173,18740.998
244269,17119.383
246172,22903.654
211515,15649.495
219536,16407.043
222077,18932.348
224490,17181.166
227127,13382.083
228687,16611.701
233195,16748.922
234711,16298.137
234725,14280.891
234777,15205.888
235454,15375.549
235844,16594.695
236276,16811.549
236786,18929.229
238463,18026.066
240679,16749.998
206115,15422.414
211101,13056.665
211408,16857.25
216325,13567.28
220746,17466.719
225713,18930.969
228295,15780.457
229476,14455.425
231102,14547.685
232097,16147.807
233738,16037.139
234236,16534.19
237604,15238.371
238095,17057.062
240900,14742.619
210828,15454.362
217877,11929.353
219793,10886.315
225263,13336.235
227222,14855.516
228414,15400.493
229517,11447.953
229882,13694.943
230042,14742.365
232244,14391.228
232656,15091.71
235410,15441.71
237297,12183.499
199652,16023.938
206003,13712.45
212678,14158.559
215798,15526.74
216452,14489.031
216778,10163.092
219581,10492.864
220085,15115.176
225403,13857.872
226637,12670.325
228302,14141.446
229034,12521.995
229391,11409.131
229749,12560.847
236639,14161.317
200429,12667.567
205756,13682.636
205855,11746.632
207734,12936.69
208104,9059.069
210423,13526.787
212755,15813.089
214989,10408.699
216437,14343.36
219571,15127.337
221634,10285.68
222994,14905.815
224218,13996.66
192012,16840.121
192041,13699.454
193314,10375.785
200223,13123.136
201155,11758.224
203362,12676.064
204366,13549.264
204760,14452.811
205469,11198.087
210287,14038.24
211108,11937.944
211706,13576.743
211999,13469.813
212212,15915.839
212491,16069.997
212722,13492.822
213814,15274.13
215123,10444.324
215251,10215.5625
216939,9459.238
222715,16141.91
223061,19587.523
223138,12205.829
223697,12555.918
224869,14032.981
225018,16404.076
229148,13714.813
232886,10707.912
239872,12057.593
244470,11602.919
189908,8711.061
190459,5969.4663
190531,12061.266
199576,12604.534
199833,8526.574
206198,13076.327
208787,11830.457
211093,12209.899
216158,13585.113
220604,7353.475
183491,11491.61
189324,7633.925
190034,13455.369
191628,6983.8057
192342,12189.522
194201,11457.021
195859,12779.128
198683,12767.538
199417,8800.583
199602,12472.919
200773,10872.037
201118,14298.14
202088,11626.736
202934,12557.329
203128,11635.291
204713,11360.446
205566,12387.844
207554,9944.546
209236,9559.893
210679,11449.471
211461,11682.615
212213,10763.299
215531,13076.461
224396,10510.605
232883,10876.64
233029,10569.779
47201,4614.389
50542,13583.643
53914,7225.201
121944,6663.3867
124635,11332.441
125871,9968.919
134744,7354.8047
134779,8395.227
135451,6540.046
138699,8219.704
139064,7312.384
140620,8824.008
142966,5971.8706
143745,9703.993
144172,5901.7837
144429,8317.109
146758,6498.139
147006,7138.5522
150418,11722.091
152879,11171.437
152912,6875.3223
152996,9226.013
152999,5080.225
154950,8566.726
155887,8762.618
155946,10989.551
155984,7265.841
158138,8413.636
158942,6140.529
162220,6391.8755
162280,8564.317
162329,7834.6953
163301,10358.936
163699,5006.603
163925,6890.905
167514,7771.143
167669,4795.298
167959,8085.8286
168326,7829.889
169181,6717.5903
169706,12211.543
169792,12419.863
170369,15019.331
171972,9693.348
172018,7243.455
172290,7464.2886
172425,5506.4307
173818,9982.59
176237,16571.271
176285,10808.763
176483,6763.5054
176571,13312.365
176794,7692.524
176894,6116.694
176944,10300.011
177019,9441.227
177159,10989.262
177553,5086.4805
177569,11307.492
177723,7949.669
178090,8094.472
178160,10359.221
178255,8075.9834
179591,7436.417
180283,14690.028
180706,9337.599
181271,10130.48
181318,12720.856
182184,10909.056
182629,6894.227
182879,13425.578
182896,10117.688
183130,13865.051
183569,12538.077
183714,10897.705
183895,8952.596
183966,9788.591
184477,10545.136
184501,9596.894
184626,8439.839
184789,13101.032
185373,10554.133
186119,7383.3403
186190,10799.876
186200,10545.035
186302,8186.0654
186330,8837.564
186589,10020.644
186684,8797.361
186801,11606.181
187702,8088.305
188103,8526.403
188268,7088.9736
188313,8193.677
188414,6461.327
188802,10420.482
188840,8460.984
189296,7590.5923
189574,11594.204
189615,12095.991
189725,12106.244
189860,8284.329
190059,10927.268
190156,9408.126
190520,10710.408
190577,6271.2207
190607,7608.156
190653,9742.789
190868,7783.6616
190885,10276.071
191565,8985.758
192358,6268.7886
192427,10389.983
192612,8334.541
192722,8070.113
193130,11013.187
193440,9473.429
193844,9474.773
193887,9633.811
194138,12904.854
194644,11427.888
194911,8742.592
194958,11802.866
196143,10442.321
196144,9320.95
196147,7789.595
196150,5998.2114
196801,9205.199
196899,8967.735
197837,9846.174
198113,10982.045
198129,11303.424
198614,8975.057
198760,11472.41
199254,11287.545
199422,9977.274
199559,15141.392
199852,11735.542
200607,9407.739
200752,11668.401
200875,8671.7
201262,11619.864
201884,11937.161
201988,10311.835
202493,8564.346
203910,12191.453
204125,7509.218
204156,10061.405
204538,9315.138
204738,10075.153
204757,10003.116
205257,10039.283
205670,13968.194
206411,8630.214
206493,8565.469
208379,6593.886
209669,9255.939
209744,10791.217
210212,11613.296
210333,9833.767
210537,10741.203
212772,8792.281
214047,10922.091
214968,10286.765
217546,9166.489
219411,12422.998
219953,9597.555
220295,14517.251
220334,10289.074
221000,9637.081
223053,8066.262
226379,5397.3364
230197,8481.915
230224,6683.5054
230230,10943.143
230250,9065.321
230317,6051.319
230318,7458.9473
230337,7862.758
230371,6331.185
230388,7609.786
230453,6468.43
230502,9077.237
230528,6703.0957
232226,6174.708
233138,8016.017
237135,8442.609
241771,9441.096
245322,9601.526
245326,8174.399
245327,9383.716
251691,7671.4434
251692,8619.814
251698,10859.606
241096,28792.238
234102,13144.007
237819,19997.443
233064,19328.72
235883,17210.16
236496,19794.793
236593,16093.119
236920,15545.801
236987,16115.11
241084,15144.722
241686,16907.752
241721,19585.094
220710,17999.652
223885,13096.6455
227503,18802.805
233306,15805.181
234574,17302.482
234742,18460.562
234986,16291.774
238227,14317.435
241461,14589.7
221014,14963.868
221714,17655.578
224656,16104.336
225782,17383.43
226592,17849.97
228708,16215.89
230767,21385.838
231207,14849.526
231242,15151.648
231826,14385.1
234833,11759.95
237207,15351.944
238858,13626.933
239231,17463.887
244963,17527.143
220528,16444.314
224371,12930.421
228579,15503.575
230613,17191.389
231745,16565.943
234128,13495.455
235866,14772.327
235997,15660.962
239015,16170.886
241976,13313.942
244193,13512.981
207624,14440.56
215449,15585.16
215639,13119.271
215930,15132.793
216320,14126.755
222160,15382.948
225699,13529.004
225945,13608.762
226376,11813.5625
226789,14585.623
229435,13939.638
230005,15783.662
230065,13713.448
231340,13606.06
231416,14029.496
233265,14270.854
235663,11332.19
236245,12609.292
237034,20299.043
240976,16714.547
244271,12931.882
244383,10936.892
209780,14381.925
210719,12355.233
211672,19477.865
211784,16829.959
211856,13505.76
212613,11915.943
216820,11092.009
217731,14266.128
220475,13848.182
220715,13111.602
221219,11722.435
221354,12911.753
221695,12239.74
221701,12868.02
222707,11130.949
224081,14775.328
225024,14555.318
225199,13934.604
225299,10639.32
225859,13319.757
227274,13444.521
227508,14043.35
228093,14934.262
229723,13996.132
230147,12419.087
230988,13573.976
231235,13560.223
231361,11759.239
232144,14235.431
235634,12061.144
236331,12659.655
236480,15342.014
239641,13024.886
242201,11615.226
202811,10069.993
203393,12772.879
203903,11320.764
205989,14896.952
206075,9236.798
208509,13915.602
210136,9422.914
210489,12088.57
210881,14666.704
213689,13351.563
213899,12535.725
220633,12555.441
220854,13768.922
221832,14478.091
222123,10303.279
