sofifa_id,overall_2021,position,value_eur_2021
192366,83.0,back,3503881.0
193082,83.0,mid,8488586.0
193474,83.0,mid,5849158.0
195365,83.0,mid,6689070.0
198329,83.0,forward,6557132.0
199042,83.0,mid,5917212.0
199451,83.0,forward,6829018.0
199845,82.0,back,4585366.0
200888,83.0,mid,5872332.0
216354,83.0,forward,6749806.0
230294,83.0,forward,5648324.0
230375,82.0,back,4989736.0
230481,83.0,forward,7312528.0
230142,83.0,forward,10077052.0
229906,83.0,forward,10619640.0
230666,83.0,forward,10426216.0
207410,83.0,mid,8623800.0
208596,83.0,forward,9021212.0
212151,83.0,keeper,2672309.0
220971,83.0,mid,11475376.0
223959,83.0,mid,8839446.0
224293,83.0,mid,7778228.0
225850,83.0,back,6085156.0
225953,83.0,forward,10457978.0
226753,84.0,keeper,2456494.0
227928,83.0,back,9221388.0
193105,82.0,keeper,3053204.0
198009,82.0,keeper,2758888.0
211320,83.0,back,5882610.0
214997,83.0,mid,9343892.0
216201,82.0,forward,7858247.0
221992,82.0,forward,7917986.0
227055,83.0,mid,8963232.0
200726,82.0,keeper,2471032.0
209989,82.0,mid,7716026.0
211748,82.0,mid,8610820.0
197061,82.0,back,3948863.0
202651,82.0,forward,7881442.0
204639,82.0,back,4593728.0
205452,82.0,back,4829120.0
209960,82.0,keeper,2203101.0
210243,82.0,back,7278854.0
211256,82.0,back,6435573.0
223952,82.0,keeper,2372187.0
178750,82.0,keeper,2226112.0
189575,82.0,mid,6970226.0
192318,82.0,forward,7972850.0
193283,82.0,mid,5908570.0
193698,82.0,keeper,2695744.0
195093,82.0,forward,6861449.0
199564,82.0,back,6000383.0
200536,82.0,back,6194364.0
200610,82.0,forward,6380032.0
200724,82.0,back,5145595.0
201305,82.0,back,4521209.0
202562,82.0,back,6154457.0
203263,82.0,back,4615692.0
203486,82.0,mid,7270186.0
208448,82.0,mid,7019976.0
208574,82.0,mid,7374462.0
216409,82.0,mid,7386738.0
216547,82.0,mid,7457578.0
24630,80.0,keeper,597207.0
53302,81.0,mid,2173004.0
106231,81.0,forward,2029353.0
146536,81.0,mid,2453103.0
146562,81.0,mid,2870080.0
156519,81.0,mid,5666116.0
158963,81.0,mid,2393234.0
164835,81.0,keeper,1633704.0
168354,81.0,keeper,1649208.0
178088,82.0,mid,4797356.0
178509,82.0,forward,3795160.0
179645,81.0,back,4351120.0
180403,82.0,forward,6205451.0
181786,80.0,back,2742109.0
184200,81.0,forward,4801854.0
184941,82.0,forward,4933639.0
184942,81.0,mid,5816334.0
185103,81.0,back,2915620.0
186627,81.0,forward,5328578.0
187754,81.0,mid,3899346.0
188803,81.0,mid,4425084.0
189068,81.0,forward,3799610.0
189125,81.0,mid,5331789.0
189505,82.0,forward,4322404.0
189805,81.0,forward,4883348.0
190813,82.0,forward,5753878.0
191740,82.0,mid,5302272.0
193348,82.0,forward,6561520.0
193525,81.0,back,4915866.0
197655,81.0,back,4226792.0
198951,81.0,forward,5191914.0
202371,82.0,back,5461236.0
202857,82.0,forward,5982524.0
207494,82.0,mid,6498134.0
208808,81.0,forward,5474297.0
208830,81.0,forward,3873038.0
215333,81.0,forward,5444373.0
216475,81.0,forward,5108508.0
230168,81.0,keeper,1933428.0
230225,81.0,back,2367697.0
230258,81.0,mid,3688845.0
245309,79.0,back,4100630.0
245313,79.0,mid,6038084.0
231478,82.0,forward,10249410.0
234906,82.0,mid,10243362.0
235569,83.0,mid,9848244.0
240130,82.0,back,6708788.0
205659,82.0,keeper,2221420.0
221363,82.0,mid,9218128.0
221660,82.0,back,6292605.0
222509,82.0,mid,9489830.0
226456,82.0,mid,9656448.0
208333,82.0,mid,7302698.0
211688,81.0,back,7123447.0
236632,82.0,forward,8660046.0
210406,81.0,mid,7226856.0
215316,81.0,keeper,2064958.0
199503,81.0,mid,6186816.0
201400,82.0,mid,7523286.0
201455,81.0,mid,6074703.0
204923,81.0,mid,6532256.0
205988,81.0,back,6927170.0
207877,81.0,forward,6459744.0
208135,81.0,mid,6500744.0
226790,81.0,mid,5683342.0
200316,81.0,keeper,2497386.0
204638,81.0,back,4052692.0
206467,81.0,forward,6070011.0
207791,81.0,forward,6782362.0
207807,81.0,mid,6623070.0
207862,81.0,back,4862084.0
209889,81.0,mid,7533218.0
212814,81.0,mid,6327248.0
213874,81.0,mid,5740244.0
216145,81.0,back,4764674.0
216352,81.0,mid,5380726.0
190544,81.0,mid,5732100.0
193165,81.0,mid,8127812.0
199575,80.0,keeper,2428574.0
204120,81.0,keeper,2357407.0
206304,81.0,mid,4724104.0
208093,81.0,forward,5755172.0
223689,81.0,forward,5427356.0
20775,80.0,mid,2453652.0
112316,80.0,back,1582167.0
138412,80.0,mid,3091370.0
142707,80.0,forward,1085039.0
159145,80.0,forward,2972121.0
162240,80.0,mid,3980575.0
162895,80.0,mid,3154188.0
163489,80.0,keeper,2144619.0
165229,80.0,back,2056234.0
168530,80.0,back,1968395.0
169195,80.0,mid,2911731.0
171791,80.0,back,1286459.0
171897,80.0,mid,2870843.0
173771,80.0,back,2068901.0
176600,80.0,forward,3121123.0
177388,80.0,mid,3031459.0
177600,80.0,mid,2627790.0
178086,80.0,keeper,2146837.0
179784,80.0,back,2827961.0
182494,80.0,keeper,1533979.0
183394,81.0,mid,5205372.0
183498,80.0,mid,2134973.0
184134,80.0,mid,2812977.0
184144,80.0,mid,3038613.0
184431,80.0,forward,3524558.0
185221,80.0,mid,2825320.0
188829,80.0,back,3290875.0
191202,80.0,mid,3510898.0
192638,80.0,back,4690270.0
192883,81.0,mid,4113075.0
194022,80.0,back,4391514.0
203551,80.0,back,4398452.0
204399,80.0,forward,3257072.0
207471,81.0,mid,3570928.0
208618,81.0,forward,4841496.0
216194,81.0,mid,4481850.0
224334,81.0,forward,5058976.0
230271,80.0,mid,3493106.0
245299,78.0,back,1576208.0
245304,79.0,mid,2816878.0
245305,79.0,forward,3011233.0
251700,79.0,forward,3267932.0
242444,82.0,forward,10662852.0
224232,81.0,mid,8577808.0
225100,81.0,back,5263336.0
213661,81.0,back,4945394.0
215698,81.0,keeper,2074648.0
216393,81.0,mid,9022590.0
229668,81.0,back,5512696.0
234153,81.0,mid,9743176.0
220477,81.0,back,3566165.0
222400,81.0,mid,6274438.0
223113,80.0,forward,5778412.0
224458,81.0,forward,7477402.0
226161,81.0,mid,4129759.0
228618,81.0,back,7220526.0
236679,81.0,mid,7658403.0
239818,81.0,back,4041082.0
241671,80.0,keeper,2206549.0
203747,80.0,back,5737052.0
204884,81.0,back,6787372.0
211591,80.0,forward,6198022.0
211990,80.0,keeper,2140589.0
212623,80.0,forward,6632648.0
212692,80.0,mid,6381614.0
215330,81.0,forward,6895926.0
219809,81.0,mid,5204216.0
226168,80.0,mid,5461528.0
234035,80.0,back,5904238.0
239207,80.0,forward,5327724.0
202648,80.0,mid,5354186.0
204311,81.0,back,3962157.0
207439,80.0,mid,6634322.0
208920,80.0,back,4954786.0
210864,80.0,back,5101898.0
211575,81.0,mid,5755524.0
215785,80.0,mid,6355981.0
222028,80.0,mid,5034490.0
223874,80.0,mid,5700914.0
227950,80.0,back,3887200.0
242348,80.0,forward,6013758.0
193352,80.0,back,4996658.0
198784,81.0,mid,6569292.0
199823,80.0,mid,5568552.0
201143,80.0,back,3550289.0
202477,80.0,forward,8466738.0
205069,80.0,back,5772355.0
205849,80.0,keeper,2321772.0
207599,81.0,back,3756478.0
210513,80.0,mid,5681662.0
210617,80.0,mid,6337315.0
215223,80.0,keeper,2471692.0
220018,80.0,forward,5768285.0
225508,80.0,back,4019955.0
230977,80.0,forward,6231042.0
235374,80.0,mid,7280406.0
188988,80.0,mid,6316746.0
190778,80.0,keeper,2487407.0
199005,80.0,keeper,2987640.0
199577,79.0,back,4323314.0
200155,80.0,mid,5459674.0
201922,79.0,back,4388960.0
205362,80.0,back,4585138.0
208141,80.0,mid,5219162.0
196978,80.0,forward,4446304.0
198118,80.0,mid,3650752.0
203483,80.0,mid,4692800.0
203605,79.0,back,3882915.0
204024,80.0,mid,3088771.0
204525,79.0,back,3576160.0
205070,80.0,forward,4922892.0
206545,80.0,mid,5272007.0
208128,80.0,forward,5140132.0
208498,80.0,forward,4175899.0
210665,80.0,back,3967892.0
219985,80.0,mid,4384209.0
220407,80.0,keeper,2345480.0
227290,80.0,keeper,2415848.0
45186,79.0,mid,1697062.0
54050,79.0,forward,2601430.0
110677,79.0,keeper,650680.0
139068,79.0,forward,3222432.0
142754,79.0,mid,1912351.0
146748,79.0,keeper,633094.0
148119,79.0,keeper,1277403.0
153244,79.0,forward,2315068.0
154472,79.0,forward,1214676.0
158121,79.0,keeper,2147028.0
159147,79.0,back,1951152.0
163155,79.0,keeper,951423.0
163264,80.0,keeper,1675282.0
163705,79.0,keeper,1056536.0
164029,79.0,forward,1333296.0
165109,79.0,back,2699843.0
169595,80.0,back,4327934.0
170368,79.0,mid,5124830.0
171579,79.0,mid,3316424.0
171919,79.0,back,1320703.0
172522,79.0,mid,4490120.0
173373,80.0,keeper,2452394.0
175379,79.0,mid,2787512.0
176376,79.0,forward,2415704.0
176550,79.0,keeper,2584315.0
176930,79.0,mid,2894250.0
177326,79.0,mid,2285448.0
177457,79.0,back,3944393.0
177458,79.0,back,3119691.0
178213,80.0,mid,4141010.0
178424,79.0,back,2748460.0
179783,79.0,keeper,2522510.0
179847,79.0,back,2585500.0
181098,79.0,back,991168.0
182002,79.0,back,3256113.0
183900,79.0,forward,4021216.0
184252,79.0,forward,3251514.0
184881,79.0,mid,4253977.0
186345,79.0,back,4801810.0
186547,79.0,back,3628320.0
187052,79.0,mid,3492267.0
187072,79.0,forward,4382561.0
187491,79.0,forward,4951996.0
187936,79.0,mid,3488047.0
189271,79.0,mid,4164607.0
189362,79.0,mid,2682890.0
189712,80.0,mid,4220434.0
189881,79.0,back,3505020.0
190547,79.0,back,2718532.0
190972,79.0,mid,4520429.0
192593,79.0,keeper,1052606.0
192641,80.0,back,3821884.0
193061,79.0,mid,5241028.0
193738,79.0,mid,5122043.0
194879,79.0,forward,4030468.0
195086,80.0,back,3490832.0
196889,79.0,mid,5372596.0
199110,79.0,forward,5458746.0
199206,79.0,back,3572231.0
199416,79.0,mid,4627730.0
200260,79.0,forward,5425510.0
200315,79.0,mid,5339742.0
201119,79.0,back,3452630.0
201454,79.0,back,4813434.0
201956,79.0,back,3677219.0
202685,79.0,forward,4832982.0
203890,79.0,back,3599337.0
203895,79.0,mid,4595108.0
204838,80.0,forward,4619235.0
205525,80.0,mid,5288474.0
206413,79.0,mid,3410997.0
214584,80.0,keeper,1963744.0
215057,79.0,mid,3617810.0
222943,79.0,mid,5092413.0
223578,79.0,forward,3752730.0
227536,79.0,forward,3780946.0
230234,79.0,mid,1679500.0
230347,79.0,back,2941560.0
245294,78.0,keeper,1999076.0
245300,78.0,mid,1721535.0
245308,78.0,back,2519389.0
238794,81.0,forward,9607724.0
227535,81.0,mid,6584735.0
233927,80.0,mid,9619714.0
229880,80.0,back,7348520.0
231691,80.0,keeper,2602135.0
237678,80.0,back,6380874.0
225193,80.0,mid,8159852.0
228092,80.0,mid,6419794.0
228251,80.0,mid,8904506.0
235805,80.0,forward,8883876.0
244260,79.0,mid,8192952.0
213160,79.0,mid,6183578.0
216388,80.0,forward,9940294.0
224254,80.0,forward,7386604.0
226229,79.0,back,4531701.0
227796,80.0,forward,7185492.0
230938,80.0,mid,7178674.0
235212,80.0,back,6454388.0
235424,79.0,mid,4974560.0
235945,79.0,mid,5186163.0
238476,80.0,back,4613236.0
244369,79.0,mid,6988372.0
210315,79.0,forward,5905074.0
213666,80.0,mid,6195088.0
216435,80.0,mid,5526976.0
220182,79.0,back,4336936.0
222331,79.0,back,5205258.0
225663,80.0,mid,5547986.0
225711,79.0,back,4987544.0
226851,79.0,back,4815872.0
229167,80.0,forward,7956636.0
229984,79.0,back,5012148.0
232381,80.0,forward,6750020.0
236792,79.0,mid,5180572.0
241184,79.0,back,5945900.0
205569,80.0,mid,5392261.0
208330,80.0,forward,5746914.0
210411,80.0,mid,5671781.0
212977,79.0,back,4501773.0
213655,80.0,mid,5922191.0
214947,79.0,mid,5250946.0
220253,80.0,forward,5860436.0
220651,79.0,back,6877718.0
220697,79.0,mid,6527061.0
228941,80.0,forward,6622448.0
231943,80.0,mid,6501776.0
232862,80.0,mid,6143703.0
233419,80.0,forward,6126912.0
202335,79.0,mid,4410769.0
207421,79.0,forward,7495095.0
210455,79.0,back,5111048.0
210896,79.0,mid,6073520.0
213991,79.0,mid,4720036.0
216643,79.0,back,4597744.0
228336,79.0,mid,5657634.0
192816,79.0,back,4396046.0
199189,79.0,mid,5691434.0
201377,79.0,back,3880112.0
202695,79.0,back,3963754.0
203775,79.0,keeper,3147458.0
203841,79.0,keeper,2561194.0
204082,79.0,back,4150058.0
204529,79.0,forward,5867706.0
206511,79.0,mid,6258083.0
207993,79.0,back,4610222.0
210047,79.0,back,4219186.0
213516,79.0,forward,5266741.0
215353,79.0,forward,5176164.0
221639,79.0,forward,4747204.0
223597,79.0,back,4688546.0
228229,79.0,back,4263520.0
192227,78.0,back,3649012.0
193601,79.0,back,3488433.0
202429,79.0,back,3746696.0
202750,79.0,back,3490830.0
205923,79.0,back,4364066.0
209297,79.0,mid,4308218.0
218066,78.0,forward,4079727.0
219693,79.0,back,3400730.0
224069,78.0,forward,4521901.0
229909,77.0,keeper,2085535.0
231969,79.0,mid,5724137.0
183285,79.0,back,3528645.0
185422,79.0,forward,4902954.0
193408,79.0,forward,4059686.0
194222,78.0,back,3218578.0
194957,79.0,back,3571485.0
197853,79.0,back,3788397.0
202884,79.0,mid,3946678.0
204105,79.0,back,4151182.0
204259,79.0,back,3708055.0
205407,79.0,mid,5167056.0
205686,79.0,mid,5249172.0
205976,79.0,forward,4397060.0
208004,78.0,back,3677137.0
216150,79.0,back,4021353.0
221445,79.0,forward,4500955.0
113422,78.0,forward,1822174.0
124375,78.0,forward,2417531.0
140293,78.0,keeper,712182.0
158232,78.0,mid,2539007.0
158625,78.0,back,770144.0
158626,78.0,back,2049223.0
159065,78.0,forward,2411925.0
161956,78.0,mid,2391776.0
166706,78.0,back,1450328.0
169588,78.0,back,2521858.0
172114,78.0,mid,2307738.0
172862,78.0,back,1115208.0
173208,78.0,back,2075686.0
173221,78.0,mid,3297034.0
173521,78.0,back,1663538.0
173909,78.0,forward,3298805.0
176915,78.0,mid,2215118.0
176919,78.0,keeper,1719249.0
177604,78.0,back,1790088.0
177633,78.0,forward,3058561.0
178085,78.0,mid,3083821.0
178311,78.0,forward,2865346.0
178415,78.0,mid,2851905.0
180216,78.0,back,3229128.0
180819,78.0,mid,3497048.0
182212,78.0,forward,3364306.0
182945,78.0,forward,3305846.0
183512,78.0,back,3089990.0
184949,78.0,back,2050440.0
185239,78.0,back,3083310.0
185431,78.0,forward,3398986.0
186537,78.0,forward,2738040.0
186569,79.0,keeper,2723674.0
186832,78.0,back,3231937.0
188081,78.0,forward,4526749.0
188427,78.0,mid,2107541.0
189250,78.0,forward,3520926.0
189358,78.0,mid,3437666.0
189461,78.0,mid,4729920.0
189690,78.0,keeper,2111078.0
190143,78.0,back,3443496.0
190264,78.0,forward,4758268.0
191180,78.0,mid,4018596.0
191687,78.0,back,2693096.0
192492,78.0,mid,2454514.0
192598,78.0,forward,3820361.0
192678,78.0,forward,3896877.0
192679,78.0,back,3164576.0
192789,78.0,back,3616908.0
193152,79.0,keeper,2179541.0
193469,78.0,back,2769252.0
194728,78.0,forward,4315184.0
194794,79.0,mid,5704230.0
194845,78.0,forward,4790287.0
196432,78.0,mid,1943176.0
197083,78.0,back,3397988.0
199304,78.0,back,3837820.0
199393,78.0,back,2478269.0
199715,78.0,mid,4528844.0
201144,78.0,mid,2782655.0
201325,78.0,keeper,1654880.0
203757,78.0,forward,3648924.0
203843,78.0,back,2510705.0
204277,78.0,mid,3199655.0
204614,78.0,back,4008400.0
205114,78.0,mid,3237953.0
206225,78.0,mid,4678676.0
207664,78.0,forward,3042914.0
208230,78.0,mid,2579981.0
208334,78.0,back,3514612.0
211241,78.0,back,3931992.0
213761,78.0,forward,4170830.0
215061,78.0,forward,4152682.0
215135,78.0,back,1711360.0
221540,78.0,back,2789529.0
222709,78.0,mid,3334911.0
224116,78.0,forward,3991830.0
227476,78.0,forward,3622339.0
229788,78.0,mid,3987552.0
230201,78.0,back,1659826.0
230212,78.0,back,2607710.0
230251,78.0,mid,2502074.0
230312,78.0,keeper,2334285.0
230498,78.0,forward,3840259.0
245298,77.0,back,2343662.0
245302,77.0,mid,2517702.0
245306,77.0,keeper,2119586.0
245315,77.0,forward,3472165.0
225116,79.0,keeper,3506566.0
235353,79.0,mid,9100842.0
234378,79.0,mid,5136882.0
234943,79.0,mid,7300688.0
235926,79.0,mid,7736238.0
242236,79.0,back,4381162.0
224221,79.0,back,4570414.0
229261,79.0,mid,7140582.0
231633,79.0,back,4180843.0
234045,79.0,mid,6766870.0
234612,79.0,mid,8133274.0
235889,79.0,forward,6838472.0
222665,79.0,forward,5631744.0
225085,78.0,mid,6303024.0
225309,78.0,mid,5837624.0
227813,79.0,back,6303118.0
236461,79.0,forward,6061254.0
205201,79.0,mid,4569239.0
208268,79.0,mid,6096696.0
212501,79.0,mid,5754806.0
218339,78.0,mid,5579920.0
221491,79.0,back,4499842.0
223334,78.0,forward,5767477.0
226766,78.0,mid,5841726.0
229773,78.0,back,5225691.0
236295,78.0,back,4873514.0
237239,78.0,mid,5820144.0
239433,79.0,mid,4394526.0
240289,78.0,back,4739507.0
203042,79.0,keeper,2940634.0
208777,78.0,mid,5531549.0
209519,78.0,forward,5549091.0
212616,78.0,forward,5797109.0
212626,78.0,forward,5649504.0
212811,78.0,mid,5522581.0
213135,78.0,forward,5861150.0
213629,79.0,mid,4435192.0
214092,78.0,mid,5922426.0
214394,77.0,mid,4501918.0
214979,79.0,keeper,2964630.0
215399,78.0,back,4491175.0
219792,78.0,mid,5217544.0
220523,79.0,back,3972792.0
224309,78.0,mid,6188750.0
227234,78.0,mid,4943220.0
231887,78.0,mid,6401580.0
199439,78.0,mid,4547136.0
203487,78.0,back,4874161.0
203535,77.0,mid,5210936.0
205192,78.0,mid,5122993.0
205193,78.0,back,4631354.0
207948,78.0,forward,5486669.0
211382,78.0,mid,4229272.0
212150,78.0,mid,5389366.0
212442,78.0,keeper,2736049.0
213732,78.0,keeper,2967256.0
215716,78.0,forward,5161122.0
219145,78.0,back,4968122.0
225126,78.0,mid,4878482.0
233096,78.0,back,4227812.0
234226,78.0,back,4748347.0
199641,78.0,keeper,2619763.0
200353,78.0,back,3801984.0
201519,78.0,mid,4938378.0
203965,78.0,mid,4293880.0
205391,78.0,mid,4770416.0
205402,78.0,mid,4426944.0
210935,78.0,forward,5093782.0
212153,78.0,mid,4086147.0
215256,78.0,back,4444156.0
215590,78.0,forward,5689229.0
220093,78.0,mid,4005633.0
225997,77.0,mid,5522924.0
226377,78.0,mid,5503903.0
187598,78.0,back,3779842.0
192622,78.0,back,3636940.0
197948,78.0,back,3477026.0
199915,78.0,back,3927004.0
200677,78.0,back,3787234.0
202642,78.0,mid,4108416.0
203980,77.0,mid,5176535.0
208449,78.0,back,3776466.0
208620,78.0,mid,4433822.0
211368,78.0,forward,5141912.0
228236,78.0,back,3543059.0
236690,78.0,back,3511874.0
188942,78.0,mid,3422785.0
190324,78.0,back,3375868.0
193983,78.0,forward,4511214.0
195668,78.0,keeper,2263360.0
198031,78.0,mid,4624922.0
199069,78.0,forward,3909079.0
200318,78.0,forward,4496124.0
201417,78.0,back,3551197.0
201505,78.0,back,2917646.0
202024,78.0,mid,4116746.0
202325,78.0,mid,3607956.0
202789,78.0,keeper,2315580.0
202849,78.0,back,3350650.0
209288,78.0,mid,4482752.0
210324,78.0,mid,3946796.0
212096,78.0,mid,4969225.0
213388,78.0,mid,4913640.0
213400,78.0,mid,3755743.0
215466,78.0,back,3444799.0
216189,78.0,back,3591192.0
216655,77.0,back,3795161.0
220131,78.0,forward,4401454.0
140233,77.0,keeper,1550172.0
143001,77.0,mid,1355439.0
143121,77.0,mid,1629876.0
144622,77.0,forward,2018670.0
146296,77.0,keeper,1595851.0
146963,77.0,back,865273.0
153177,77.0,forward,2929876.0
153260,76.0,back,718763.0
156432,77.0,forward,1312434.0
156713,76.0,back,1123778.0
157301,77.0,mid,2974069.0
157304,77.0,back,1443345.0
160741,77.0,back,1710545.0
165239,77.0,mid,2134058.0
165247,77.0,keeper,1844783.0
169115,77.0,back,1312401.0
169705,77.0,back,3128122.0
170370,77.0,mid,3680125.0
170733,77.0,forward,2873093.0
