sofifa_id,overall_2021,position,value_eur_2021
215119,74.0,mid,3275854.0
215322,74.0,back,3367300.0
216433,75.0,forward,4406388.0
219732,74.0,mid,4179800.0
219797,74.0,forward,3583510.0
220245,74.0,mid,3667155.0
220337,74.0,back,2923799.0
220493,74.0,back,3390553.0
220609,74.0,mid,3517430.0
220673,74.0,mid,3699384.0
225410,74.0,back,3436442.0
225597,74.0,back,3496513.0
226591,74.0,forward,3632806.0
226853,74.0,back,3359080.0
227873,74.0,back,3323977.0
229221,74.0,back,3604966.0
229453,74.0,mid,4170682.0
229758,74.0,mid,4376080.0
247030,74.0,mid,3930096.0
200408,74.0,back,3013932.0
204830,74.0,mid,4331228.0
204886,74.0,back,3217317.0
206167,74.0,mid,3169256.0
207616,74.0,back,3338667.0
207650,74.0,back,3236781.0
209329,74.0,back,2889724.0
209620,74.0,back,3312412.0
210831,74.0,mid,3078339.0
210972,74.0,back,3033292.0
211098,74.0,mid,3582299.0
212419,74.0,back,3119422.0
219681,74.0,back,3184028.0
219754,74.0,keeper,2287398.0
220620,74.0,back,3193807.0
220763,74.0,mid,3425840.0
220905,74.0,mid,2938107.0
231111,74.0,back,3006547.0
231280,74.0,mid,3308157.0
238856,74.0,mid,3020147.0
240033,74.0,back,3170836.0
243008,74.0,mid,3515955.0
245261,74.0,mid,3161251.0
188400,74.0,keeper,2130495.0
189218,74.0,mid,2891280.0
192009,74.0,keeper,2181445.0
193897,74.0,mid,3389966.0
194904,74.0,keeper,2094425.0
201269,74.0,keeper,2195823.0
202087,74.0,mid,3154434.0
202848,74.0,forward,4910309.0
204102,74.0,mid,3461622.0
204352,74.0,back,2740712.0
204936,74.0,back,2735614.0
207683,74.0,keeper,2225962.0
209749,74.0,mid,3093800.0
209973,74.0,forward,3237006.0
209984,74.0,mid,2927222.0
211022,74.0,mid,3597327.0
212197,74.0,keeper,2264329.0
212230,74.0,forward,3952855.0
212273,74.0,forward,3188005.0
212350,74.0,forward,3569469.0
213000,74.0,back,3039179.0
213095,74.0,forward,3142773.0
213114,74.0,forward,2938162.0
213620,74.0,forward,3670298.0
215069,74.0,keeper,2152611.0
215644,74.0,mid,3429412.0
216175,74.0,keeper,2176044.0
216247,74.0,back,3019883.0
219740,74.0,mid,3440077.0
219777,74.0,back,2812797.0
220209,73.0,back,2735903.0
221743,74.0,mid,3641164.0
222467,74.0,mid,3949333.0
225139,74.0,mid,3372275.0
226045,74.0,mid,3066936.0
226086,74.0,forward,3443625.0
229255,74.0,keeper,2260042.0
230850,74.0,mid,3068880.0
232255,74.0,forward,3267470.0
239117,74.0,forward,3590491.0
251116,74.0,back,3031773.0
193247,73.0,keeper,1879338.0
194334,74.0,back,2675584.0
195363,74.0,back,2315433.0
197231,74.0,forward,3183120.0
198198,74.0,back,2451653.0
199813,74.0,back,2245028.0
201943,74.0,forward,3172516.0
204043,74.0,back,2600450.0
204464,74.0,mid,2874929.0
204523,74.0,mid,2762246.0
205346,74.0,back,2579798.0
205360,74.0,forward,3041321.0
206553,74.0,back,2460894.0
207441,74.0,forward,3470656.0
207555,74.0,back,2656537.0
209673,74.0,back,2412352.0
209839,74.0,back,2423197.0
210010,74.0,mid,3023598.0
210533,74.0,mid,2462275.0
212432,73.0,keeper,1827366.0
220414,74.0,back,2849580.0
227394,74.0,forward,3011054.0
228729,74.0,back,2680414.0
232310,74.0,back,2516480.0
240046,74.0,forward,3276230.0
247375,74.0,mid,3072708.0
183141,74.0,keeper,1546318.0
189456,74.0,back,2313924.0
193881,74.0,mid,2828354.0
197926,74.0,mid,2239711.0
198352,74.0,back,2226114.0
199000,74.0,back,2293729.0
199493,74.0,keeper,1500601.0
199745,74.0,back,2015287.0
199912,74.0,forward,2914702.0
200302,74.0,mid,2143314.0
200759,74.0,mid,2460576.0
202828,74.0,mid,2793216.0
202944,74.0,mid,2317249.0
203177,74.0,mid,2876810.0
203590,74.0,back,2145160.0
203736,74.0,forward,2821473.0
203741,74.0,back,2384532.0
205869,74.0,mid,3114493.0
206160,74.0,mid,2637786.0
206306,74.0,mid,2506771.0
207444,74.0,mid,2559649.0
207920,74.0,back,2339927.0
214665,74.0,forward,3051764.0
215155,74.0,mid,2455054.0
215228,74.0,back,1973198.0
216447,73.0,mid,2510488.0
216749,73.0,forward,3071000.0
218534,74.0,mid,2981219.0
219911,73.0,back,2066440.0
220332,74.0,forward,2836495.0
222515,74.0,mid,2494070.0
223573,73.0,keeper,1399624.0
224151,74.0,forward,2688473.0
224271,74.0,forward,2486858.0
224394,74.0,mid,3163728.0
224808,74.0,back,2505786.0
225706,74.0,back,2729750.0
236548,74.0,mid,2669146.0
237291,73.0,forward,2532674.0
768,73.0,back,743331.0
3281,73.0,mid,587984.0
19975,73.0,forward,1111012.0
20209,73.0,back,483469.0
49472,73.0,keeper,419722.0
107298,73.0,keeper,379986.0
110381,73.0,mid,819032.0
115533,73.0,keeper,430876.0
138460,73.0,back,505670.0
143587,73.0,mid,652692.0
146637,73.0,keeper,375190.0
149184,73.0,back,903517.0
149185,73.0,mid,832925.0
150477,73.0,keeper,686425.0
151508,73.0,mid,857872.0
152747,73.0,mid,1403827.0
156433,73.0,keeper,483399.0
158372,73.0,mid,1386604.0
158543,73.0,forward,706228.0
158800,73.0,back,976031.0
158810,73.0,mid,516381.0
159171,73.0,mid,1326263.0
162297,73.0,keeper,770266.0
163050,73.0,forward,1450314.0
163488,73.0,back,718459.0
163761,73.0,back,946013.0
164459,73.0,mid,921769.0
164959,73.0,mid,1031576.0
168585,73.0,back,709092.0
169214,74.0,mid,2390406.0
169216,73.0,forward,1623357.0
169324,73.0,back,1018399.0
170159,73.0,back,1787214.0
171378,73.0,back,955302.0
172019,73.0,mid,1866395.0
172124,73.0,forward,1301114.0
172233,73.0,mid,1367694.0
172685,73.0,back,1247525.0
172939,73.0,keeper,717879.0
173030,73.0,mid,1940264.0
173146,73.0,mid,772982.0
173204,73.0,back,1161763.0
173608,74.0,forward,2277358.0
173857,73.0,keeper,455536.0
175847,73.0,back,1249079.0
176048,73.0,forward,1325365.0
176481,73.0,forward,1532060.0
176553,73.0,mid,944283.0
176924,73.0,forward,1695096.0
176993,73.0,mid,2374365.0
177137,73.0,back,1674681.0
177149,73.0,back,1115871.0
177280,73.0,back,845789.0
177390,73.0,mid,1215348.0
177448,73.0,mid,988189.0
177475,73.0,keeper,1252984.0
177537,73.0,mid,1340815.0
177766,73.0,back,1695182.0
177922,73.0,mid,1783583.0
177974,73.0,mid,842234.0
178031,73.0,back,1426961.0
178051,73.0,mid,1819899.0
178115,73.0,mid,1762671.0
178253,73.0,mid,1283671.0
178287,73.0,mid,2167240.0
178616,73.0,mid,1834990.0
179516,73.0,forward,1930517.0
179820,73.0,keeper,402876.0
182001,73.0,back,1594802.0
183256,74.0,mid,2477757.0
183284,73.0,back,794055.0
183346,73.0,mid,2207922.0
183540,74.0,mid,2616348.0
183781,73.0,back,1640884.0
183871,73.0,mid,1956762.0
184312,73.0,forward,2253476.0
184417,74.0,mid,2245597.0
184469,74.0,mid,2346638.0
184606,73.0,mid,1762792.0
185068,73.0,forward,2543296.0
185181,73.0,keeper,1260198.0
186130,73.0,back,2127242.0
186456,73.0,back,1410726.0
186551,73.0,back,1646454.0
186556,73.0,mid,2408308.0
186650,73.0,forward,897209.0
186682,73.0,mid,1527709.0
186817,73.0,back,1040747.0
186992,73.0,mid,2076454.0
187033,73.0,back,1968238.0
187132,73.0,back,1914329.0
187939,73.0,mid,1831745.0
188135,73.0,back,2088757.0
188182,73.0,back,1609290.0
188270,73.0,back,1818368.0
188727,73.0,back,1567375.0
188876,73.0,mid,823935.0
188879,74.0,mid,2107718.0
188931,73.0,mid,748642.0
189084,73.0,keeper,1217625.0
189225,73.0,forward,2343107.0
189234,74.0,mid,2431108.0
189388,73.0,back,1814512.0
189462,73.0,mid,3049482.0
189595,74.0,mid,2822316.0
189600,73.0,mid,2690092.0
189709,73.0,back,1629376.0
190223,73.0,back,1651814.0
190276,73.0,back,1669227.0
190535,73.0,mid,1991993.0
190536,73.0,mid,1025690.0
190542,73.0,mid,1389039.0
190558,73.0,back,1711474.0
190576,73.0,back,700978.0
190745,73.0,keeper,1503035.0
190782,73.0,mid,1953674.0
190799,73.0,mid,1794995.0
190854,73.0,back,1320523.0
191032,74.0,mid,2714368.0
191151,73.0,mid,2155648.0
191173,73.0,mid,1233572.0
191210,73.0,back,2238443.0
192087,73.0,back,2279322.0
192102,73.0,back,2075956.0
192333,73.0,back,870888.0
192349,74.0,forward,2724530.0
192371,73.0,mid,1078580.0
192373,73.0,forward,2459488.0
192397,73.0,keeper,1423702.0
192546,73.0,back,2155765.0
192663,73.0,forward,1725739.0
192667,73.0,back,1808782.0
193062,74.0,back,2330804.0
193098,74.0,mid,2368891.0
193133,73.0,back,2147879.0
193337,73.0,mid,2897777.0
193554,74.0,forward,2557314.0
193849,74.0,mid,2614954.0
194665,74.0,mid,1857606.0
194846,73.0,back,2467374.0
195033,73.0,mid,2392923.0
196942,73.0,mid,1807485.0
197402,73.0,mid,1931186.0
198006,73.0,mid,2195520.0
198213,73.0,forward,2363455.0
198599,73.0,back,2375058.0
198817,74.0,mid,2117454.0
199060,73.0,back,1832850.0
199170,74.0,mid,2428036.0
199274,74.0,forward,2671888.0
199383,73.0,back,1610765.0
199562,73.0,mid,1993134.0
199792,73.0,mid,2231214.0
200206,73.0,mid,2676277.0
200433,74.0,forward,2417221.0
200446,73.0,forward,2686916.0
200588,73.0,back,1786862.0
200798,73.0,keeper,915050.0
201073,74.0,forward,2595817.0
201103,73.0,mid,1791171.0
201215,74.0,forward,2873244.0
201313,73.0,forward,3137108.0
201953,74.0,back,3273534.0
202539,73.0,forward,2675605.0
202746,74.0,mid,2365572.0
202882,73.0,mid,2935562.0
203979,73.0,mid,2111381.0
204387,73.0,mid,2207105.0
204539,73.0,back,2847803.0
204542,74.0,mid,2590967.0
204699,73.0,forward,2917082.0
205081,73.0,forward,2324110.0
205194,73.0,back,1829246.0
205211,73.0,keeper,1285757.0
205365,73.0,mid,2844055.0
205601,74.0,mid,2806672.0
206154,73.0,mid,1988339.0
206407,73.0,back,772942.0
206424,73.0,back,1435654.0
206427,73.0,back,2220540.0
207929,73.0,mid,2781622.0
208387,73.0,forward,2033193.0
209781,73.0,mid,1417072.0
210214,74.0,mid,2338901.0
210372,74.0,forward,2896586.0
210950,73.0,mid,2096467.0
211338,73.0,mid,2223828.0
211592,73.0,back,1923383.0
211826,73.0,back,1933335.0
211862,74.0,mid,2360696.0
211899,74.0,forward,2376828.0
212127,74.0,mid,2790834.0
212449,73.0,back,1791171.0
213480,73.0,mid,2163576.0
213974,73.0,mid,2194498.0
214076,73.0,keeper,503039.0
214191,73.0,back,1836424.0
214196,73.0,back,1222396.0
214207,73.0,forward,2611401.0
214463,73.0,forward,1505073.0
214497,73.0,mid,2598344.0
214763,73.0,back,624066.0
214770,73.0,mid,1681614.0
214781,73.0,forward,2317946.0
214838,73.0,back,2177396.0
214973,73.0,mid,2698173.0
215018,74.0,mid,2627037.0
215050,73.0,back,1310983.0
215089,73.0,mid,1242288.0
215103,73.0,forward,1809493.0
215165,74.0,forward,2476926.0
215199,73.0,mid,2642996.0
215270,74.0,mid,2702777.0
215886,73.0,mid,1762205.0
216097,73.0,mid,777942.0
217699,73.0,forward,1915170.0
218540,73.0,back,2044918.0
219728,73.0,mid,2274320.0
223066,73.0,forward,2052043.0
223152,73.0,mid,2169213.0
223188,73.0,back,2224988.0
223284,73.0,back,1956628.0
223608,74.0,mid,2414521.0
225646,73.0,back,2776016.0
226215,74.0,forward,2824299.0
226765,73.0,forward,1788952.0
229359,73.0,back,2033492.0
230186,73.0,back,1861569.0
230202,73.0,back,2333948.0
230207,73.0,back,532797.0
230209,73.0,back,2052542.0
230215,73.0,back,1859948.0
230218,73.0,back,1880190.0
230237,73.0,mid,2067458.0
230239,73.0,mid,569300.0
230255,73.0,mid,2371201.0
230267,73.0,mid,1712893.0
230272,73.0,mid,906322.0
230276,73.0,mid,1634877.0
230320,73.0,keeper,1248363.0
230324,74.0,keeper,1432874.0
230339,73.0,back,2367181.0
230354,73.0,back,2324937.0
230397,73.0,back,1765269.0
230401,73.0,back,713976.0
230417,73.0,mid,2088533.0
230423,73.0,mid,2047711.0
230437,73.0,mid,931030.0
230466,73.0,mid,735802.0
230482,73.0,mid,875103.0
230483,73.0,mid,941961.0
230487,73.0,mid,786346.0
230488,73.0,mid,715591.0
230495,73.0,forward,2673271.0
230497,74.0,forward,2676035.0
230503,73.0,forward,2283975.0
230857,74.0,forward,3151289.0
232517,73.0,mid,2368009.0
232670,73.0,forward,1996285.0
234015,73.0,mid,732236.0
234772,73.0,mid,2193035.0
235499,73.0,back,1877246.0
239212,73.0,forward,3022232.0
242384,73.0,forward,1868330.0
243903,73.0,forward,1578057.0
243993,73.0,forward,1841488.0
244517,74.0,mid,2214586.0
245850,73.0,mid,1977109.0
247045,73.0,mid,3138381.0
251712,73.0,keeper,820565.0
228736,74.0,keeper,2335568.0
232488,75.0,back,3903180.0
231410,75.0,forward,5723586.0
238074,75.0,back,4367404.0
225614,74.0,mid,5134742.0
239085,74.0,forward,5320191.0
244374,74.0,mid,4629701.0
244622,75.0,forward,4813102.0
224520,74.0,forward,4976989.0
228730,74.0,back,4363596.0
230869,75.0,keeper,1957357.0
231485,75.0,back,4183125.0
232938,75.0,back,4425556.0
234701,74.0,mid,3922377.0
234857,74.0,mid,6143962.0
236506,74.0,back,4305620.0
239335,75.0,mid,4727564.0
242380,75.0,mid,3483254.0
243576,74.0,back,5477253.0
215502,75.0,keeper,2655447.0
221168,75.0,forward,4414994.0
223654,74.0,mid,3703756.0
231263,75.0,back,3982070.0
233097,74.0,back,4475019.0
234399,75.0,forward,5450708.0
237520,74.0,mid,4161194.0
239953,74.0,mid,4838654.0
241907,74.0,forward,4966904.0
244261,74.0,mid,4471038.0
227647,74.0,mid,3922626.0
229594,74.0,mid,4192532.0
230672,74.0,back,3945368.0
231856,74.0,back,4461698.0
233061,74.0,mid,3676057.0
233550,74.0,mid,3861382.0
233732,74.0,forward,4060452.0
238068,74.0,mid,3979080.0
238555,74.0,forward,4132892.0
240699,74.0,mid,3819656.0
241727,74.0,keeper,2090099.0
246914,74.0,back,4094088.0
222041,74.0,mid,3281326.0
222493,74.0,back,3299082.0
222511,74.0,keeper,2279657.0
225236,74.0,back,3303076.0
225289,74.0,forward,3534862.0
227562,73.0,mid,3119443.0
227732,74.0,forward,3864724.0
229980,74.0,back,3173611.0
230727,74.0,keeper,2148224.0
231236,74.0,mid,3547484.0
231838,74.0,back,3628306.0
232270,74.0,back,3485818.0
232580,74.0,back,3671488.0
233201,74.0,back,3682244.0
233767,74.0,back,3488630.0
237960,74.0,forward,3316364.0
241464,74.0,back,3484692.0
245275,74.0,mid,3187914.0
206436,74.0,mid,3595418.0
208306,73.0,forward,3306322.0
212269,74.0,mid,3460369.0
213418,73.0,forward,3021239.0
213938,74.0,back,3695875.0
214462,74.0,keeper,2181574.0
219244,74.0,keeper,2313062.0
220198,74.0,mid,3677694.0
222457,74.0,mid,3774712.0
222464,74.0,keeper,2116558.0
224739,74.0,mid,3489879.0
225719,74.0,forward,3775052.0
226211,74.0,forward,3712067.0
226289,74.0,mid,3246916.0
226370,74.0,mid,3866221.0
226811,74.0,forward,3579379.0
229319,74.0,forward,3045172.0
230043,74.0,back,3401537.0
231318,74.0,back,3466035.0
234573,74.0,back,3625210.0
234730,74.0,back,3329454.0
237086,74.0,back,3224451.0
244253,74.0,mid,3521974.0
244467,73.0,keeper,2265880.0
245520,74.0,mid,3560108.0
204675,73.0,mid,3286168.0
208534,74.0,back,2797786.0
210021,74.0,mid,3317589.0
213725,73.0,mid,3152750.0
216549,74.0,forward,3188718.0
218745,74.0,mid,3222263.0
219841,74.0,back,3228454.0
222598,73.0,back,3013692.0
222634,74.0,forward,3729887.0
222982,74.0,mid,2863324.0
223550,74.0,keeper,2101492.0
224065,74.0,mid,3734259.0
224251,74.0,keeper,2152735.0
224263,73.0,back,3048535.0
224442,74.0,keeper,1967252.0
224883,74.0,forward,2731866.0
225426,74.0,mid,3195773.0
225653,74.0,forward,2962962.0
225696,74.0,forward,3450328.0
226300,74.0,keeper,1940632.0
226807,73.0,mid,2802948.0
228804,73.0,mid,3373284.0
232730,74.0,forward,3639188.0
235623,73.0,mid,3203149.0
239043,73.0,forward,3320044.0
240037,73.0,mid,3185190.0
241463,73.0,mid,3420082.0
202501,73.0,back,2531762.0
205530,74.0,keeper,2021680.0
205540,74.0,mid,3462680.0
205878,74.0,keeper,2129992.0
205934,73.0,back,2951296.0
206218,73.0,keeper,1943432.0
206518,74.0,forward,3139739.0
206590,73.0,mid,3441520.0
208522,73.0,back,2729636.0
209621,73.0,mid,3116606.0
209695,73.0,mid,2905408.0
210520,73.0,back,2860599.0
210583,74.0,mid,3193432.0
211557,73.0,back,2814538.0
213134,74.0,mid,3250706.0
213313,74.0,mid,2922441.0
214446,73.0,back,2521426.0
215160,73.0,back,2634650.0
215202,73.0,forward,3363388.0
215565,73.0,back,2719876.0
218936,73.0,back,2791632.0
220287,73.0,forward,3565710.0
220702,73.0,back,2996552.0
220782,73.0,mid,2796140.0
221422,73.0,back,2925126.0
221584,73.0,keeper,2041389.0
223154,73.0,mid,3233304.0
223717,73.0,mid,3036077.0
226803,73.0,back,2601310.0
227236,73.0,mid,2551882.0
227633,73.0,mid,3146238.0
229155,73.0,back,2828175.0
231007,73.0,mid,2791848.0
231507,73.0,back,2590860.0
231600,73.0,back,3100844.0
232459,73.0,back,2675148.0
236264,73.0,mid,2953950.0
236532,74.0,mid,2958441.0
237211,73.0,back,3076862.0
238224,73.0,forward,2800362.0
238857,73.0,back,3213358.0
240702,74.0,forward,2637226.0
243656,74.0,forward,3060639.0
196935,73.0,back,2848032.0
203505,73.0,back,2493844.0
204308,73.0,keeper,1968638.0
204549,73.0,keeper,1975705.0
204883,73.0,keeper,2039817.0
207431,73.0,back,2645898.0
207593,73.0,back,2613823.0
208165,73.0,back,2606527.0
210016,73.0,mid,3003472.0
210313,73.0,mid,2893449.0
210724,74.0,forward,2557281.0
211107,73.0,back,2690492.0
215651,73.0,back,2913079.0
217714,73.0,mid,2691906.0
221740,74.0,forward,3143256.0
221753,73.0,mid,2645089.0
224242,73.0,back,2572614.0
224510,73.0,forward,3208943.0
225475,74.0,mid,2898520.0
225478,73.0,forward,3225534.0
229637,73.0,keeper,2002085.0
229739,73.0,mid,2269558.0
233218,73.0,back,2604604.0
233219,73.0,back,2722156.0
237209,73.0,back,2577166.0
146947,73.0,mid,2388722.0
192766,73.0,back,2394994.0
193512,73.0,keeper,1796521.0
196932,73.0,forward,2637984.0
199247,73.0,mid,2786916.0
200758,73.0,back,2290598.0
201938,73.0,forward,3017047.0
202002,73.0,back,2311603.0
204121,73.0,back,2449586.0
204234,73.0,keeper,1704539.0
206098,73.0,back,2558104.0
207725,73.0,back,2419116.0
208250,73.0,mid,2681576.0
208615,73.0,back,2299656.0
209039,73.0,mid,3012585.0
209990,73.0,keeper,1804431.0
209997,73.0,back,2359856.0
210259,73.0,forward,2803544.0
210320,73.0,back,2470425.0
210358,73.0,keeper,1727971.0
210897,73.0,back,2324560.0
211048,73.0,forward,2685047.0
212240,73.0,mid,3303565.0
212253,73.0,back,2359100.0
212474,73.0,mid,2646146.0
212591,73.0,back,2199638.0
212883,73.0,back,2899852.0
213582,73.0,forward,3696168.0
214158,73.0,mid,2178662.0
215245,73.0,forward,3188591.0
215283,73.0,back,2304249.0
215559,73.0,mid,2527744.0
216468,73.0,mid,2667568.0
219814,73.0,back,2155944.0
219904,73.0,forward,2666548.0
220921,73.0,mid,2524186.0
221130,73.0,keeper,1912917.0
221201,73.0,back,2454696.0
224537,73.0,back,2303660.0
226747,73.0,mid,2353100.0
230964,73.0,forward,2793386.0
230967,73.0,mid,2909802.0
231150,73.0,mid,2837416.0
235467,73.0,forward,3076588.0
236533,73.0,forward,3168224.0
236773,73.0,mid,2453854.0
237223,73.0,mid,2477739.0
241746,73.0,back,2483124.0
246708,73.0,mid,2832939.0
247203,73.0,back,2137708.0
188091,73.0,forward,2478652.0
188600,73.0,mid,2672823.0
193331,73.0,keeper,1522843.0
199601,73.0,mid,2378042.0
199761,73.0,back,2247391.0
200473,73.0,forward,2764530.0
200857,73.0,mid,2281222.0
203502,73.0,forward,2708043.0
204193,73.0,mid,2197658.0
204247,73.0,mid,2801857.0
204506,72.0,forward,2474883.0
205347,73.0,mid,1948395.0
205351,73.0,mid,2396860.0
206109,73.0,mid,2260286.0
206626,73.0,forward,2674834.0
207797,72.0,back,1923655.0
208769,73.0,mid,2051882.0
211513,73.0,mid,2454286.0
212260,73.0,forward,2371776.0
214302,73.0,mid,2377282.0
214882,73.0,back,2080558.0
215053,73.0,back,1968376.0
219988,73.0,forward,2336660.0
221931,73.0,mid,2407732.0
224202,73.0,mid,2359987.0
225305,73.0,mid,2846598.0
225926,73.0,mid,2919126.0
228805,73.0,back,2058606.0
169078,73.0,mid,2073002.0
186140,72.0,forward,2463392.0
189177,73.0,mid,2175907.0
190120,73.0,keeper,1283703.0
190435,73.0,keeper,1118462.0
192560,73.0,mid,2188515.0
192715,73.0,back,1770903.0
193091,73.0,back,1931330.0
193468,73.0,back,1949519.0
193470,73.0,back,2133292.0
194053,73.0,back,1902236.0
194146,73.0,back,1868151.0
197900,73.0,mid,2203685.0
198331,73.0,mid,2504759.0
198474,73.0,back,1854159.0
198868,73.0,back,2136971.0
200683,73.0,mid,2135151.0
201818,73.0,mid,2141100.0
202017,73.0,mid,2637421.0
202451,72.0,back,1953506.0
202558,73.0,mid,2454757.0
203604,73.0,mid,1920138.0
203766,72.0,keeper,1228038.0
204215,73.0,forward,2231210.0
204876,73.0,back,2327083.0
205188,73.0,forward,2394898.0
205726,73.0,mid,2036984.0
205998,73.0,mid,2282352.0
206222,73.0,back,1925934.0
207998,73.0,keeper,1578529.0
208459,73.0,back,2215844.0
209301,73.0,back,2171932.0
210438,73.0,forward,2548698.0
210723,73.0,back,1838795.0
212035,73.0,mid,2638310.0
212618,73.0,forward,2537484.0
213203,73.0,back,2068566.0
213433,73.0,back,1906161.0
213581,73.0,back,1802712.0
216020,73.0,mid,2327243.0
216793,72.0,forward,2266314.0
217870,73.0,mid,2592111.0
221174,72.0,mid,2438826.0
221671,73.0,mid,2110502.0
221838,73.0,mid,2715368.0
223524,73.0,back,1931346.0
225474,73.0,mid,2529404.0
225523,73.0,back,2664142.0
225680,73.0,back,1833449.0
229494,73.0,back,1869796.0
231041,73.0,mid,2340828.0
233225,73.0,back,1932684.0
237548,73.0,back,2201454.0
238569,73.0,mid,2327626.0
251353,72.0,forward,2065227.0
2147,72.0,keeper,361235.0
7647,71.0,back,332264.0
18122,71.0,keeper,250135.0
110638,71.0,keeper,239531.0
110811,71.0,back,320629.0
111661,72.0,keeper,245490.0
113045,72.0,forward,617695.0
115909,72.0,forward,852484.0
121134,72.0,keeper,284762.0
122849,72.0,forward,659013.0
124607,72.0,mid,816689.0
137242,72.0,mid,304139.0
137506,72.0,forward,930758.0
138110,71.0,back,111133.0
138306,72.0,forward,823691.0
139313,72.0,back,693546.0
139668,71.0,keeper,264264.0
142780,72.0,back,301679.0
142942,71.0,back,308812.0
142950,72.0,mid,435901.0
146111,72.0,mid,688760.0
146460,72.0,mid,270460.0
148212,72.0,keeper,277030.0
148839,72.0,back,447960.0
150659,71.0,keeper,234919.0
153060,72.0,back,450636.0
153275,72.0,keeper,620376.0
155355,73.0,mid,1943904.0
155885,72.0,mid,1046766.0
156253,72.0,keeper,910633.0
157217,72.0,mid,1199971.0
157716,72.0,back,547408.0
158777,73.0,keeper,749805.0
158856,73.0,mid,995957.0
161663,71.0,keeper,305746.0
162951,71.0,back,475757.0
163209,72.0,forward,1123279.0
164477,73.0,mid,621817.0
165232,72.0,back,851674.0
165429,72.0,forward,1040996.0
165531,72.0,mid,1155326.0
165735,72.0,keeper,300290.0
165788,72.0,forward,1119424.0
166074,73.0,mid,1983483.0
167452,72.0,mid,259219.0
167575,72.0,keeper,710554.0
167753,73.0,mid,1907008.0
169317,72.0,forward,1811099.0
169638,73.0,back,1027802.0
170597,73.0,keeper,1079863.0
170923,72.0,back,527812.0
171830,71.0,back,303999.0
172203,72.0,keeper,1076508.0
172517,72.0,mid,1442322.0
172837,72.0,keeper,953161.0
172960,72.0,forward,2028895.0
175314,73.0,mid,1391015.0
176071,72.0,mid,547273.0
176137,73.0,forward,2026613.0
176377,72.0,back,500218.0
176526,72.0,keeper,228608.0
176545,72.0,mid,789550.0
176630,72.0,keeper,749307.0
176687,72.0,back,970190.0
176693,72.0,back,530736.0
176717,72.0,back,806378.0
176772,73.0,keeper,969118.0
177134,72.0,forward,917848.0
177578,72.0,back,873609.0
177712,73.0,mid,1599931.0
177896,73.0,mid,1813056.0
178284,72.0,mid,1050066.0
178418,72.0,back,481720.0
178567,73.0,back,1595980.0
178625,72.0,mid,1415345.0
178628,73.0,forward,2546798.0
179696,73.0,back,1634961.0
179746,73.0,forward,2150424.0
179765,73.0,mid,2172736.0
179897,72.0,back,587043.0
180359,72.0,back,644122.0
180808,72.0,back,709663.0
180823,72.0,back,1661862.0
181123,72.0,mid,1388058.0
181236,72.0,mid,1790127.0
181383,73.0,mid,1708942.0
181404,72.0,back,1135200.0
181445,72.0,back,511436.0
181459,72.0,back,772057.0
181560,73.0,back,1731209.0
181780,73.0,forward,2147610.0
181795,72.0,back,676218.0
182959,72.0,keeper,642365.0
183187,73.0,mid,1779931.0
183254,72.0,back,463979.0
183353,73.0,back,1252770.0
183422,72.0,mid,1436436.0
183520,73.0,mid,2088688.0
183581,73.0,mid,1553978.0
183644,73.0,mid,1689763.0
183774,73.0,back,1727165.0
183795,72.0,back,1371234.0
183916,73.0,back,1680713.0
183936,72.0,mid,1231282.0
183975,72.0,back,1578868.0
184031,72.0,forward,1992441.0
184133,73.0,mid,1513566.0
184274,73.0,back,1445952.0
184823,72.0,mid,1098878.0
185163,72.0,back,551409.0
185172,72.0,keeper,1015142.0
185199,72.0,forward,1723346.0
185204,72.0,back,719307.0
186197,73.0,mid,2457866.0
186351,73.0,mid,2057145.0
186392,73.0,back,1820080.0
186511,72.0,keeper,234611.0
186519,72.0,back,1445056.0
186614,73.0,forward,1882800.0
187043,73.0,mid,2093313.0
187075,72.0,forward,1198075.0
187858,73.0,mid,2281379.0
188370,72.0,back,1228594.0
188397,73.0,mid,1987120.0
188554,73.0,mid,2178858.0
188607,72.0,back,1631538.0
188768,72.0,mid,642567.0
188992,72.0,mid,1450112.0
189059,73.0,mid,1969784.0
189099,73.0,forward,2113072.0
189167,72.0,mid,1253930.0
189196,73.0,mid,1956515.0
189211,72.0,mid,982265.0
189303,72.0,forward,2161293.0
189338,73.0,forward,2084976.0
189468,72.0,forward,1656619.0
189491,73.0,mid,1082609.0
189650,72.0,mid,1443000.0
189819,72.0,mid,1438660.0
189899,72.0,back,1485047.0
189946,73.0,back,1738957.0
190432,72.0,mid,744816.0
190461,72.0,forward,1882003.0
190501,73.0,mid,1809360.0
190507,72.0,back,1120083.0
190569,72.0,keeper,603128.0
190636,73.0,mid,1306481.0
190748,73.0,mid,1308564.0
190870,72.0,back,717488.0
190915,72.0,forward,1360561.0
190931,73.0,back,603494.0
191488,72.0,back,1487695.0
191856,72.0,forward,490058.0
192146,72.0,back,1255468.0
192165,72.0,forward,1457435.0
192297,73.0,keeper,952295.0
192449,73.0,mid,2249747.0
192490,73.0,forward,1495780.0
192537,73.0,forward,2529234.0
192613,73.0,keeper,768920.0
192660,73.0,forward,2010282.0
192725,73.0,back,2066618.0
192838,73.0,back,1780541.0
192930,73.0,forward,1967003.0
